team__displayName,team__abbrName,team__logoId,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,recTotalCatches,recAvgCatchPct,recTotalDrops,recTotalLongest,recTotalTDs,recTotalYdsAfterCatch,recTotalYds,recAvgYacPerCatch,recAvgYdsPerCatch,recAvgYdsPerGame
Commanders,WAS,25,WR,551029395,Mitchell Tinsley,2,0,0,88,1,0.60,1,100.00,0,6,0,2,6,2.00,6.00,1.20
Commanders,WAS,25,HB,551028986,Brian Robinson Jr,3,0,1918,8,2,16.30,4,100.00,0,8,0,11,21,2.75,5.25,3.73
Commanders,WAS,25,TE,551029448,Cole Turner,3,0,1990,89,1,0.30,1,100.00,0,3,0,1,3,1.00,3.00,1.00
Commanders,WAS,25,TE,551028022,Tyree Jackson,5,0,9519,84,1,2.80,1,100.00,0,28,0,4,28,4.00,28.00,7.00
Commanders,WAS,25,WR,551028497,Terry McLaurin,6,0,9567,17,5,17.00,16,96.00,1,27,0,55,224,3.44,14.00,49.51
Commanders,WAS,25,HB,551027448,Austin Ekeler,8,0,9179,30,4,21.90,14,100.00,0,31,2,66,195,4.71,13.93,24.67
Commanders,WAS,25,WR,551027028,Noah Brown,8,0,8492,85,5,32.00,19,96.67,1,28,1,67,260,3.53,13.68,51.15
Cowboys,DAL,10,HB,551030151,Ashton Jeanty,0,0,10355,2,4,32.50,11,100.00,0,28,1,108,162,9.82,14.73,36.29
Cowboys,DAL,10,WR,551030178,Jayden Higgins,0,0,4069,82,5,14.40,13,100.00,0,21,0,65,144,5.00,11.08,33.81
Cowboys,DAL,10,WR,551030458,Jimmy Horn Jr,0,0,3861,5,1,1.40,1,100.00,0,14,0,5,14,5.00,14.00,7.00
Cowboys,DAL,10,TE,551029082,Luke Schoonmaker,2,0,2384,86,1,1.00,1,100.00,0,10,0,3,10,3.00,10.00,2.00
Cowboys,DAL,10,TE,551027522,Jake Ferguson,3,0,1577,87,5,18.30,20,96.67,1,22,0,46,221,2.30,11.05,51.99
Cowboys,DAL,10,WR,551029399,Jalen Tolbert,3,0,1987,1,5,52.30,22,90.00,2,45,4,71,283,3.23,12.86,64.87
Cowboys,DAL,10,WR,551028261,CeeDee Lamb,5,0,418,88,5,86.60,27,94.33,2,82,9,262,633,9.70,23.44,140.62
Cowboys,DAL,10,HB,551027390,Rico Dowdle,5,0,259,23,4,11.20,6,100.00,0,27,0,24,70,4.00,11.67,11.71
Dolphins,MIA,11,WR,551030158,Squirrel White,0,0,3770,3,4,98.10,19,100.00,0,84,7,175,561,9.21,29.53,140.80
Dolphins,MIA,11,HB,551029729,Jaylen Wright,1,0,10306,25,1,14.70,2,100.00,0,6,0,8,8,4.00,4.00,1.60
Dolphins,MIA,11,HB,551026695,De'Von Achane,2,0,676,28,4,35.80,10,100.00,0,22,1,54,94,5.40,9.40,25.95
Dolphins,MIA,11,WR,551029501,Jaylen Waddle,4,0,1374,17,4,18.90,17,100.00,0,29,0,48,189,2.82,11.12,30.24
Dolphins,MIA,11,TE,551029214,Durham Smythe,7,0,9064,81,3,12.60,4,100.00,0,19,1,19,66,4.75,16.50,11.43
Dolphins,MIA,11,TE,551029184,Jonnu Smith,8,0,8731,9,5,21.60,27,95.00,1,69,4,154,421,5.70,15.59,97.04
Dolphins,MIA,11,WR,551027884,Tyreek Hill,9,0,8052,10,5,74.30,29,100.00,0,78,4,224,506,7.72,17.45,107.84
Eagles,PHI,12,HB,551029126,Will Shipley,1,0,10244,28,1,1.30,1,100.00,0,13,0,6,13,6.00,13.00,4.33
Eagles,PHI,12,TE,551027094,Grant Calcaterra,3,0,2067,81,1,0.70,1,100.00,0,7,0,4,7,4.00,7.00,2.33
Eagles,PHI,12,WR,551027385,Jahan Dotson,3,0,1470,83,5,14.70,17,100.00,0,19,0,41,147,2.41,8.65,29.60
Eagles,PHI,12,WR,551029177,DeVonta Smith,4,0,1369,6,4,22.60,13,100.00,0,27,1,34,166,2.62,12.77,35.17
Eagles,PHI,12,WR,551027008,A.J. Brown,6,0,9397,11,5,51.40,18,100.00,0,26,5,46,214,2.56,11.89,38.67
Eagles,PHI,12,TE,551027664,Dallas Goedert,7,0,8901,88,6,21.70,24,95.83,1,29,0,80,217,3.33,9.04,36.77
Eagles,PHI,12,HB,551026834,Saquon Barkley,7,0,8813,26,6,63.90,14,91.67,1,54,1,126,173,9.00,12.36,25.70
Falcons,ATL,13,WR,551030218,Jaylin Noel,0,0,3761,85,5,64.40,22,100.00,0,56,5,90,344,4.09,15.64,71.26
Falcons,ATL,13,HB,551028990,Bijan Robinson,2,0,2613,7,5,59.70,17,100.00,0,53,2,236,303,13.88,17.82,85.27
Falcons,ATL,13,WR,551028344,Drake London,3,0,1813,5,5,40.80,17,100.00,0,57,2,111,288,6.53,16.94,71.82
Falcons,ATL,13,HB,551026742,Tyler Allgeier,3,0,1132,25,1,1.70,1,100.00,0,17,0,7,17,7.00,17.00,5.67
Falcons,ATL,13,TE,551028857,Kyle Pitts,4,0,1375,8,5,58.00,21,98.46,1,46,4,137,340,6.52,16.19,89.30
Falcons,ATL,13,TE,551029696,Charlie Woerner,5,0,683,89,2,1.30,2,100.00,0,7,0,8,13,4.00,6.50,4.33
Falcons,ATL,13,WR,551028578,Darnell Mooney,5,0,469,1,5,67.70,25,94.29,2,38,5,117,377,4.68,15.08,80.63
Giants,NYG,15,HB,551030316,Cam Skattebo,0,0,4193,4,2,5.70,11,100.00,0,12,0,48,58,4.36,5.27,11.60
Giants,NYG,15,HB,551030185,**** Hunter,0,0,3755,27,1,0.20,1,100.00,0,2,0,1,2,1.00,2.00,0.50
Giants,NYG,15,WR,551028648,Malik Nabers,1,0,10192,1,5,46.50,23,83.50,3,80,3,150,467,6.52,20.30,86.56
Giants,NYG,15,TE,551028100,Theo Johnson,1,0,10130,84,4,10.40,29,93.54,3,82,7,196,693,6.76,23.90,93.71
Giants,NYG,15,HB,551029418,Tyrone Tracy Jr,1,0,10268,29,5,26.70,12,93.33,2,17,1,51,45,4.25,3.75,10.35
Giants,NYG,15,WR,551027973,Jalin Hyatt,2,0,2219,13,5,82.60,23,88.67,3,70,5,116,526,5.04,22.87,94.73
Giants,NYG,15,TE,551026882,Daniel Bellinger,3,0,1168,82,1,7.60,1,100.00,0,16,1,5,16,5.00,16.00,4.00
Giants,NYG,15,WR,551029004,Wan'Dale Robinson,3,0,1924,17,4,18.70,12,87.50,3,35,4,38,207,3.17,17.25,29.08
Giants,NYG,15,TE,551027898,Isaiah Hodgins,5,0,358,18,2,9.30,2,100.00,0,85,0,40,93,20.00,46.50,10.30
Jaguars,JAX,16,WR,551030112,Isaiah Bond,0,0,10356,2,6,133.80,24,97.62,1,82,10,165,738,6.88,30.75,125.33
Jaguars,JAX,16,WR,551029345,Brian Thomas Jr,1,0,10263,7,6,25.60,15,83.33,2,68,4,69,260,4.60,17.33,44.78
Jaguars,JAX,16,TE,551029270,Brenton Strange,2,0,2415,85,2,2.80,4,100.00,0,10,0,18,28,4.50,7.00,7.00
Jaguars,JAX,16,HB,551027477,Travis Etienne Jr,4,0,1365,1,6,70.40,13,80.56,2,42,2,86,203,6.62,15.62,25.61
Jaguars,JAX,16,WR,551027304,Gabe Davis,5,0,238,0,6,27.40,17,95.83,1,66,1,105,281,6.18,16.53,36.78
Jaguars,JAX,16,TE,551027468,Evan Engram,8,0,8545,17,6,44.70,18,91.67,2,85,4,84,353,4.67,19.61,61.78
Jaguars,JAX,16,TE,551027490,Gerald Everett,8,0,8549,83,3,2.10,2,66.67,1,13,0,10,21,5.00,10.50,2.50
Jets,NYJ,17,FB,551030303,Brant Kuithe,0,0,3455,80,1,1.20,1,100.00,0,12,0,4,12,4.00,12.00,3.00
Jets,NYJ,17,HB,551030121,TreVeyon Henderson,0,0,4207,25,1,1.60,1,100.00,0,4,0,1,4,1.00,4.00,1.33
Jets,NYJ,17,HB,551027737,Breece Hall,3,0,1747,20,5,19.00,14,100.00,0,17,0,70,110,5.00,7.86,23.45
